Type,Title,Year,Score,Budget,Cast_Likes,Gross,movie_likes
Color,Behind Enemy Lines ,2001,6.4,40000000,2544,59068786,0
Color,Beginners ,2010,7.2,3200000,2016,5776314,15000
Color,Begin Again ,2013,7.4,8000000,517,16168741,43000
Color,Before Sunset ,2004,8,2700000,65,5792822,13000
Color,Before Sunrise ,1995,8.1,2500000,36,5400000,22000
Color,Before Midnight ,2013,7.9,3000000,328,8114507,62000
Color,Before I Go to Sleep ,2014,6.3,22000000,14617,2963012,11000
Color,Beetlejuice ,1988,7.5,15000000,1953,73326666,15000
Color,Beerfest ,2006,6.3,17500000,35345,19179969,0
Color,Beer League ,2006,6,2800000,2753,475000,323
Color,Bee Movie ,2007,6.2,150000000,6576,126597121,0
Color,Bedtime Stories ,2008,6.1,80000000,12831,109993847,0
Color,Bedazzled ,2000,6,48000000,5390,37879996,0
Color,Becoming Jane ,2007,7.1,16500000,12554,18663911,0
Color,Because of Winn-Dixie ,2005,6.4,14000000,3462,32645546,1000
Color,Beavis and Butt-Head Do America ,1996,6.8,12000000,17035,63071133,0
Color,Beautiful Creatures ,2013,6.2,60000000,3580,19445217,14000
Color,Beasts of the Southern Wild ,2012,7.3,1800000,2658,12784397,31000
Color,Beastmaster 2: Through the Portal of Time ,1991,3.8,6000000,2000,869325,125
Color,Beastly ,2011,5.6,17000000,17396,27854896,16000
Color,Be Kind Rewind ,2008,6.4,20000000,1778,11169531,0
Color,Be Cool ,2005,5.7,53000000,15889,55808744,0
Color,Battleship ,2012,5.9,209000000,26679,65173160,44000
Color,Battlefield Earth ,2000,2.4,44000000,971,21471685,0
Color,Battle of the Year ,2013,5,20000000,3177,8888355,0
Color,Battle Los Angeles ,2011,5.8,70000000,4001,83552429,25000
Color,Bats ,1999,3.6,6500000,1405,10149779,342
Color,Batman v Superman: Dawn of Justice ,2016,6.9,250000000,24450,330249062,197000
Color,Batman Returns ,1992,7,80000000,2899,162831698,0
Color,Batman Forever ,1995,5.4,100000000,2880,184031112,0
Color,Batman Begins ,2005,8.3,150000000,59558,205343774,15000
Color,Batman & Robin ,1997,3.7,125000000,2699,107285004,0
Color,Batman ,1989,7.6,35000000,2725,251188924,12000
Color,Basquiat ,1996,6.9,3300000,11459,2961991,0
Color,Basic Instinct 2 ,2006,4.2,70000000,1899,5851188,764
Color,Basic ,2003,6.5,50000000,3357,26536120,0
Color,Barnyard ,2006,5.6,51000000,2055,72601713,605
Color,Barney's Great Adventure ,1998,2.8,15000000,1139,11144518,436
Black and White,Barbershop 2: Back in Business ,2004,5.7,18000000,3956,64955956,265
Color,Barbershop ,2002,6.3,12000000,2754,75074950,770
Color,Bangkok Dangerous ,2008,5.4,40000000,12166,15279680,0
Color,Bandslam ,2009,6.4,20000000,1573,5205343,1000
Color,Bandits ,2001,6.6,80000000,13934,41523271,0
Color,Bamboozled ,2000,6.5,10000000,4266,2185266,1000
Color,Ballistic: Ecks vs. Sever ,2002,3.6,70000000,1846,14294842,391
Color,Baggage Claim ,2013,5,8500000,8097,21564616,0
Color,Bad Words ,2013,6.7,10000000,2061,7764027,0
Color,Bad Teacher ,2011,5.7,20000000,5547,100292856,16000
Color,Bad Santa ,2003,7.1,18000000,3151,60057639,10000
Color,Bad Moms ,2016,6.7,40000000,37572,110922614,36000
Color,Bad Lieutenant: Port of Call New Orleans ,2009,6.7,20000000,13809,1697956,6000
Color,Bad Grandpa ,2013,6.6,15000000,1018,101978840,26000
Color,Bad Company ,2002,5.6,70000000,12993,30157016,792
Color,Bad Boys II ,2003,6.6,130000000,12954,138396624,0
Color,Bad Boys ,1995,6.8,19000000,11013,65807024,0
Color,Back to the Future Part III ,1990,7.4,40000000,3986,87666629,0
Color,Back to the Future Part II ,1989,7.8,40000000,3660,118500000,12000
Color,Back to the Future ,1985,8.5,19000000,3230,210609762,39000
Color,Bachelorette ,2012,5.3,3000000,8353,418268,0
Color,Babylon A.D. ,2008,5.6,70000000,15990,22531698,0
Color,Baby's Day Out ,1994,5.9,50000000,2949,16671505,0
Color,Baby Mama ,2008,6,30000000,6930,60269340,0
Color,Baby Geniuses ,1999,2.5,18000000,2936,27141959,0
Black and White,Baby Boy ,2001,6.4,16000000,3107,28734552,1000
Color,Babel ,2006,7.5,25000000,11248,34300771,0
Color,Babe: Pig in the City ,1998,5.8,80000000,2521,18318000,964
Color,Babe ,1995,6.8,30000000,1185,66600000,5000
Color,Baahubali: The Beginning ,2015,8.4,18026148,554,6498000,21000
Color,Ayurveda: Art of Being ,2001,7.6,300000,0,16892,379
Color,Away We Go ,2009,7.1,17000000,1997,9430988,7000
Color,Awake ,2007,6.5,8600000,6954,14373825,0
Color,AVP: Alien vs. Predator ,2004,5.6,60000000,3222,80281096,0
Color,Avengers: Age of Ultron ,2015,7.5,250000000,92000,458991599,118000
Color,Avatar ,2009,7.9,237000000,4834,760505847,33000
Color,Autumn in New York ,2000,5.5,40000000,26938,37752931,0
Color,Auto Focus ,2002,6.6,7000000,2684,2062066,357
Color,Australia ,2008,6.6,130000000,921,49551662,0
Color,Austin Powers: The Spy Who Shagged Me ,1999,6.6,33000000,47203,205399422,0
Color,Austin Powers: International Man of Mystery ,1997,7,17000000,10557,53868030,0
Color,Austin Powers in Goldmember ,2002,6.2,63000000,2725,213079163,0
Color,August: Osage County ,2013,7.3,25000000,39690,37738400,30000
Color,August Rush ,2007,7.5,30000000,50927,31655091,18000
Color,Attack the Block ,2011,6.6,13000000,2011,1024175,18000
Color,Atonement ,2007,7.8,30000000,20499,50921738,12000
Color,Atlas Shrugged: Who Is John Galt? ,2014,4.4,5000000,3382,830210,0
Color,Atlas Shrugged II: The Strike ,2012,5.5,10000000,5262,3333823,0
Color,Atlantis: The Lost Empire ,2001,6.8,120000000,15237,84037039,0
Black and White,At First Sight ,1999,5.9,60000000,3821,22326247,0
Color,Astro Boy ,2009,6.3,65000000,23365,19548064,0
Color,Assault on Precinct 13 ,2005,6.3,20000000,3148,19976073,999
Black and White,Assassins ,1995,6.3,50000000,58528,30306268,0
Color,As It Is in Heaven ,2004,7.6,25000000,774,9910,0
Color,As Good as It Gets ,1997,7.7,50000000,1474,147637474,11000
Color,"As Above, So Below ",2014,6.1,5000000,1410,21197315,14000
Color,Arthur Christmas ,2011,7.1,100000000,2707,46440491,0
Color,Arthur and the Invisibles ,2006,6,86000000,683,15131330,941
Color,Around the World in 80 Days ,2004,5.8,220000000,6350,48008318,0
Color,Arnolds Park ,2007,5.6,600000,85,23616,11
Color,Army of Darkness ,1992,7.6,13000000,3913,11501093,10000
Color,Armored ,2009,5.7,27000000,137712,15988876,0
Color,Armageddon ,1998,6.6,140000000,26029,201573391,11000
Color,Arlington Road ,1999,7.2,21500000,13576,24362501,0
Color,Argo ,2012,7.7,44500000,3133,136019448,89000
Color,Are We There Yet? ,2005,4.6,32000000,3558,82301521,773
Color,Arbitrage ,2012,6.6,12000000,2440,7918283,0
Color,Arachnophobia ,1990,6.3,31000000,1440,53133888,0
Color,Aquamarine ,2006,5.3,12000000,3963,18595716,0
Color,Aqua Teen Hunger Force Colon Movie Film for Theaters ,2007,6.9,750000,3071,5518918,307
Color,April Fool's Day ,1986,6.2,5000000,1160,12947763,0
Color,Apollo 18 ,2011,5.2,5000000,1520,17683670,0
Color,Apollo 13 ,1995,7.6,62000000,17171,172071312,5000
Color,Apocalypto ,2006,7.8,40000000,848,50859889,14000
Color,Apocalypse Now ,1979,8.5,31500000,25313,78800000,19000
Color,Anywhere But Here ,1999,6.1,23000000,22040,18653615,638
Color,Anything Else ,2003,6.4,18000000,14843,3203044,827
Color,Any Given Sunday ,1999,6.8,55000000,20761,75530832,0
Color,Antz ,1998,6.6,105000000,25788,90646554,0
Color,Antwone Fisher ,2002,7.3,12500000,20456,21078145,0
Color,Antitrust ,2001,6.1,30000000,1297,10965209,0
Color,Antarctica: A Year on Ice ,2013,7.6,1000000,86,287761,0
Color,Antarctic Edge: 70° South ,2015,7,150000,0,4914,215
Color,Ant-Man ,2015,7.4,130000000,5730,180191634,61000
Color,Another Year ,2010,7.3,10000000,2265,3205244,0
Color,Another Earth ,2011,7,100000,1303,1316074,21000
Color,Anonymous ,2011,6.9,30000000,2452,4463292,15000
Color,Anomalisa ,2015,7.3,8000000,1442,3442820,0
Color,Annie Hall ,1977,8.1,4000000,12691,39200000,0
Color,Annie Get Your Gun ,1950,7,3768785,731,8000000,456
Color,Annie ,2014,5.2,65000000,4796,85911262,16000
Color,Annabelle ,2014,5.4,6500000,2323,84263837,45000
Color,Anna and the King ,1999,6.7,75000000,804,39251128,0
Color,Animal House ,1978,7.6,3000000,3468,141600000,0
Color,Angels & Demons ,2009,6.7,150000000,16948,133375846,0
Color,Angela's Ashes ,1999,7.3,25000000,1282,13038660,0
Color,Angel Eyes ,2001,5.6,38000000,1440,24044532,689
Color,And So It Goes ,2014,5.7,18000000,1673,15155772,3000
Color,Anchorman: The Legend of Ron Burgundy ,2004,7.2,26000000,656730,84136909,0
Color,Anchorman 2: The Legend Continues ,2013,6.3,50000000,28176,2175312,41000
Color,Anatomy ,2000,6.1,8400000,163,5725,560
Color,Anastasia ,1997,7.1,50000000,6017,58297830,0
Color,Analyze This ,1999,6.7,30000000,24333,106694016,0
Color,Analyze That ,2002,5.9,60000000,22889,32122249,846
Color,Anacondas: The Hunt for the Blood Orchid ,2004,4.6,25000000,2730,31526393,686
Color,Anaconda ,1997,4.6,45000000,3717,65557989,0
Color,An Unfinished Life ,2005,7,30000000,11519,8535575,0
Color,An Ideal Husband ,1999,6.9,14000000,2640,18535191,646
Color,An Everlasting Piece ,2000,6.3,14000000,1403,75078,132
Color,An Education ,2009,7.3,4500000,4198,12574715,12000
Color,An American Haunting ,2005,5,14000000,1608,16298046,0
Color,An American Carol ,2008,4.3,12000000,2907,7001720,797
Color,An Alan Smithee Film: Burn Hollywood Burn ,1997,3.5,10000000,2655,15447,89
Color,Amour ,2012,7.9,8900000,1557,225377,33000
Color,Amores Perros ,2000,8.1,2000000,318,5383834,11000
Color,Among Giants ,1998,5.9,2500000,643,64359,108
Color,Amistad ,1997,7.2,36000000,37570,44175394,0
Color,Amigo ,2010,5.8,1700000,60,183490,594
Color,American Wedding ,2003,6.3,55000000,5713,104354205,0
Color,American Sniper ,2014,7.3,58800000,16277,350123553,112000
Color,American Reunion ,2012,6.7,50000000,8398,56724080,39000
Color,American Psycho ,2000,7.6,7000000,25462,15047419,18000
Color,American Pie 2 ,2001,6.4,30000000,7872,145096820,0
Color,American Pie ,1999,7,11000000,8134,101736215,0
Color,American Outlaws ,2001,6,35000000,1668,13264986,433
Color,American Ninja 2: The Confrontation ,1987,4.7,350000,872,4000000,583
Color,American Hustle ,2013,7.3,40000000,83012,150117807,63000
Black and White,American History X ,1998,8.6,7500000,3858,6712241,35000
Color,American Graffiti ,1973,7.5,777000,14954,115000000,0
Color,American Gangster ,2007,7.8,100000000,20354,130127620,0
Color,American Dreamz ,2006,5.5,19000000,5992,7156725,300
Color,American Desi ,2001,6.7,250000,454,902835,133
Color,American Beauty ,1999,8.4,15000000,19078,130058047,22000
Color,America's Sweethearts ,2001,5.7,48000000,9176,93607673,881
Color,Amen. ,2002,7.3,103000000,1429,274299,0
Black and White,Amélie ,2001,8.4,77000000,809,33201661,39000
Color,Amadeus ,1984,8.3,18000000,3076,51600000,16000
Color,Alvin and the Chipmunks: The Squeakquel ,2009,4.5,75000000,5227,219613391,2000
Color,Alvin and the Chipmunks: The Road Chip ,2015,5,90000000,38450,85884815,0
Color,Alvin and the Chipmunks: Chipwrecked ,2011,4.4,75000000,4073,133103929,0
Color,Alvin and the Chipmunks ,2007,5.2,60000000,2847,217326336,0
Color,Alpha and Omega ,2010,5.3,20000000,2486,25077977,0
Color,Along Came Polly ,2004,5.9,42000000,24534,87856565,0
Color,Along Came a Spider ,2001,6.3,60000000,17109,74058698,0
Black and White,Alone with Her ,2006,6.1,1000000,509,10018,244
Color,Alone in the Dark ,2005,2.3,20000000,838,5132655,1000
Color,Aloha ,2015,5.4,74000000,88074,41982994,22000
Color,Aloft ,2014,5.3,8000000,326,52961,675
Color,Almost Famous ,2000,7.9,60000000,36897,32522352,15000
Color,Allegiant ,2016,5.8,110000000,12452,66002193,12000
Color,All the Real Girls ,2003,6.9,2500000,12385,548712,571
Color,All the Queen's Men ,2001,4.5,25000000,1732,22723,193
Color,All the Pretty Horses ,2000,5.8,57000000,15006,15527125,652
Black and White,All the King's Men ,2006,6.2,55000000,27614,7221458,0
Color,All or Nothing ,2002,7.6,9000000,251,112935,484
Color,All Is Lost ,2013,6.9,9000000,0,6262942,18000
Color,All About the Benjamins ,2002,5.7,14000000,1421,25482931,530
Color,All About Steve ,2009,4.8,15000000,16461,33860010,0
Color,Alive ,1993,7.1,32000000,2054,36733909,0
Color,Aliens vs. Predator: Requiem ,2007,4.7,40000000,4324,41797066,0
Color,Aliens in the Attic ,2009,5.4,45000000,3423,25200412,916
Color,Aliens ,1986,8.4,18500000,4228,85200000,18000
Color,Alien: Resurrection ,1997,6.3,75000000,3090,47748610,0
Color,Alien 3 ,1992,6.4,50000000,1543,55473600,0
Color,Alien ,1979,8.5,11000000,2524,78900000,23000
Color,Alice Through the Looking Glass ,2016,6.4,170000000,80806,76846624,30000
Color,Alice in Wonderland ,2010,6.5,400000000,159914,668370412,48000
Color,Alias Betty ,2001,6.9,50000000,262,206400,26
Black and White,Ali ,2001,6.8,107000000,14196,58183966,0
Color,Alfie ,2004,6.2,60000000,3639,13395939,0
Color,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",2014,6.2,28000000,47677,66950483,12000
Color,Alexander ,2004,5.5,155000000,24598,34293771,0
Color,Alex Rider: Operation Stormbreaker ,2006,5.1,40000000,15638,652526,823
Color,Alex Cross ,2012,5.1,35000000,2471,25863915,11000
Color,Alex & Emma ,2003,5.6,30000000,977,14208384,625
Color,Albino Alligator ,1996,6.1,5000000,13718,326308,225
Color,Albert Nobbs ,2011,6.7,8000000,4370,3014541,0
Color,Aladdin ,1992,8,28000000,52970,217350219,0
Color,Airplane! ,1980,7.8,3500000,2726,83400000,16000
Color,Airborne ,1993,6.2,2600000,1218,2850263,0
Color,Air Force One ,1997,6.4,85000000,23603,172620724,0
Color,Air Bud ,1997,5.1,3000000,4277,24629916,902
Color,Aimee & Jaguar ,1999,7.3,15000000,333,927107,687
Color,Agora ,2009,7.2,70000000,1829,617840,29000
Color,Agent Cody Banks 2: Destination London ,2004,4.5,26000000,3742,23222861,167
Color,Agent Cody Banks ,2003,5,26000000,3037,47285499,542
Color,Against the Ropes ,2004,5.3,39000000,2972,5881504,177
Color,After.Life ,2009,5.9,4500000,15860,108229,7000
Color,After the Sunset ,2004,6.3,58000000,9814,28328132,782
Color,After Earth ,2013,4.9,130000000,14168,60522097,37000
Color,Æon Flux ,2005,5.5,62000000,10185,25857987,0
Color,Adore ,2013,6.2,16000000,25269,317125,0
Color,Admission ,2013,5.7,13000000,3004,18004225,5000
Color,Addicted ,2014,5.2,5000000,2840,17382982,0
Color,Adaptation. ,2002,7.7,19000000,25489,22245861,0
Color,Action Jackson ,1988,5.2,7000000,5282,20257000,978
Color,Act of Valor ,2012,6.5,12000000,146,70011073,15000
Color,Across the Universe ,2007,7.4,90000000,10810,48687346,28000
Color,Ace Ventura: When Nature Calls ,1995,6.3,30000000,2203,108360000,0
Color,Ace Ventura: Pet Detective ,1994,6.9,12000000,2462,72217000,0
Color,Absolute Power ,1997,6.7,50000000,19139,50007168,1000
Color,Abraham Lincoln: Vampire Hunter ,2012,5.9,69000000,8281,37516013,98000
Color,About Time ,2013,7.8,12000000,1595,15294553,105000
Color,About Schmidt ,2002,7.2,30000000,1556,65010106,0
Color,About Last Night ,2014,6.1,12500000,2800,48637684,0
Color,About a Boy ,2002,7.1,30000000,74,40566655,0
Color,Aberdeen ,2000,7.3,6500000,846,64148,260
Color,Abduction ,2011,5,35000000,561,28064226,13000
Color,Abandon ,2002,4.9,25000000,28987,10719367,261
Color,A.I. Artificial Intelligence ,2001,7.1,100000000,6217,78616689,11000
Color,A Walk to Remember ,2002,7.4,11000000,2436,41227069,19000
Color,A Walk on the Moon ,1999,6.6,14000000,10368,4741987,860
Color,A Walk Among the Tombstones ,2014,6.5,28000000,15428,25977365,15000
Color,A View to a Kill ,1985,6.3,30000000,2943,50300000,0
Color,A Very Long Engagement ,2004,7.7,47000000,405,6167817,0
Color,A Very Harold & Kumar 3D Christmas ,2011,6.3,19000000,2462,35033759,21000
Color,A Time to Kill ,1996,7.4,40000000,31349,108706165,0
Color,A Thousand Words ,2012,5.9,40000000,222,18438149,0
Color,A Thin Line Between Love and Hate ,1996,5.6,8000000,3023,34746109,559
Color,A Sound of Thunder ,2005,4.2,52000000,1890,1891821,785
Color,A Single Man ,2009,7.6,7000000,14816,9166863,16000
Color,A Simple Wish ,1997,5.4,28000000,5535,8119205,517
Color,A Simple Plan ,1998,7.5,17000000,2365,16311763,0
Color,A Serious Man ,2009,7,7000000,1120,9190525,10000
Color,A Separation ,2011,8.4,500000,2501,7098492,48000
Color,A Scanner Darkly ,2006,7.1,8700000,39507,5480996,0
Color,A Room with a View ,1985,7.4,3000000,1665,20966644,0
Color,A Prairie Home Companion ,2006,6.8,10000000,12946,20338609,683
Color,A Perfect Getaway ,2009,6.5,14000000,41359,15483540,4000
Color,A Passage to India ,1984,7.4,16000000,1334,26400000,845
Black and White,A Nightmare on Elm Street 5: The Dream Child ,1989,5.1,8000000,584,22168359,1000
Color,A Nightmare on Elm Street 4: The Dream Master ,1988,5.7,7000000,450,49369900,0
Color,A Nightmare on Elm Street 3: Dream Warriors ,1987,6.6,4500000,1584,44793200,0
Color,A Nightmare on Elm Street 2: Freddy's Revenge ,1985,5.4,2200000,1472,30000000,0
Color,A Nightmare on Elm Street ,1984,7.5,3600000,85836,53010000,20000
Color,A Night at the Roxbury ,1998,6.2,17000000,9271,30324946,0
Color,A Most Wanted Man ,2014,6.8,15000000,22574,17237244,13000
Color,A Most Violent Year ,2014,7,20000000,3979,5749134,0
Color,A Million Ways to Die in the West ,2014,6.1,40000000,28927,42615685,24000
Color,A Mighty Heart ,2007,6.7,16000000,12178,9172810,923
Color,A Man Apart ,2003,6.1,36000000,16611,26183197,0
Color,A Madea Christmas ,2013,4.7,25000000,3202,52528330,0
Color,A Low Down Dirty Shame ,1994,5.8,10000000,3190,29392418,368
Color,A Lot Like Love ,2005,6.6,30000000,1095,21835784,0
Color,A Lego Brickumentary ,2014,6.8,1000000,28,100240,0
Black and White,A League of Their Own ,1992,7.2,40000000,16751,107458785,0
Color,A Knight's Tale ,2001,6.9,65000000,18761,56083966,0
Color,A Home at the End of the World ,2004,6.8,6500000,21107,1029017,1000
Color,A History of Violence ,2005,7.5,32000000,12754,31493782,0
Color,A Haunted House 2 ,2014,4.7,4000000,4073,17314483,0
Color,A Haunted House ,2013,5.1,2500000,3421,40041683,0
Black and White,A Hard Day's Night ,1964,7.7,560000,2538,515005,0
Color,A Guy Thing ,2003,5.6,20000000,2698,15408822,401
Color,A Good Year ,2006,6.9,35000000,3611,7458269,9000
Color,A Good Day to Die Hard ,2013,5.3,92000000,15481,67344392,66000
Color,A Fistful of Dollars ,1964,8,200000,16534,3500000,0
Color,A Few Good Men ,1992,7.6,40000000,14619,141340178,0
Color,A Dog of Flanders ,1999,6.3,7000000,1906,2148212,157
Color,A Dangerous Method ,2011,6.5,15000000,23755,5702083,36000
Color,A Civil Action ,1998,6.5,60000000,4713,56702901,1000
Color,A Cinderella Story ,2004,5.9,20000000,3092,51431160,0
Color,A Christmas Carol ,2009,6.8,200000000,48878,137850096,0
Color,A Bug's Life ,1998,7.2,120000000,24205,162792677,0
Black and White,A Bridge Too Far ,1977,7.4,26000000,669,50800000,0
Color,A Better Life ,2011,7.2,10000000,2214,1754319,0
Color,A Beautiful Mind ,2001,8.2,58000000,2827,170708996,29000
Color,[Rec] 2 ,2009,6.6,5600000,73,27024,4000
Color,3000 Miles to Graceland ,2001,5.9,42000000,14536,15738632,0
Black and White,2046 ,2004,7.5,12000000,2378,261481,0
Color,2016: Obama's America ,2012,5.1,2500000,1111,33349949,0
Color,2012 ,2009,5.8,200000000,2144,166112167,13000
Color,2001: A Space Odyssey ,1968,8.3,12000000,727,56715371,24000
