Type,Title,Year,Score,Gross
Color,The Texas Chainsaw Massacre 2 ,1986,5.5,8025872
Color,The Texas Chainsaw Massacre: The Beginning ,2006,5.9,39511038
Color,The Theory of Everything ,2014,7.7,35887263
Color,The Thin Red Line ,1998,7.6,36385763
Color,The Thing ,1982,8.2,13782838
Color,The Thirteenth Floor ,1999,7,15500000
Color,The Thomas Crown Affair ,1999,6.8,69304264
Color,The Three Musketeers ,2011,5.8,20315324
Color,The Three Stooges ,2012,5.1,44328238
Color,The Tigger Movie ,2000,6.3,45542421
Color,The Timber ,2015,5.5,
Color,The Time Machine ,2002,5.9,56684819
Color,The Time Traveler's Wife ,2009,7.1,63411478
Color,The To Do List ,2013,5.8,3447339
Color,The Tooth Fairy ,2006,4.6,
Color,The Torture Chamber of Dr. Sadism ,1967,6,
Color,The Touch ,2007,5.2,
Color,The Tourist ,2010,6,135262314
Color,The Town ,2010,7.6,92173235
Color,The Toxic Avenger Part II ,1989,5.1,792966
Color,The Toxic Avenger ,1984,6.2,
Black and White,The Train ,1964,7.9,
Color,The Transporter Refueled ,2015,5.1,16027866
Color,The Transporter ,2002,6.8,25296447
Color,The Tree of Life ,2011,6.7,13303319
Color,The Trials of Darryl Hunt ,2006,7.7,1111
Color,The Triplets of Belleville ,2003,7.8,7002255
Color,The Trouble with Harry ,1955,7.2,
Color,The True Story of Puss'N Boots ,2009,2.9,
Color,The Truman Show ,1998,8.1,125603360
Color,The Tuxedo ,2002,5.3,50189179
Color,The Twilight Saga: Breaking Dawn - Part 2 ,2012,5.5,584597846
Color,The Twilight Saga: Eclipse ,2010,4.9,300523113
Color,The Twilight Saga: New Moon ,2009,4.6,296623634
Color,The Ugly Truth ,2009,6.5,88915214
Color,The Ultimate Gift ,2006,7.4,3420871
Color,The Unborn ,2009,4.8,85276330
Color,The Untouchables ,1987,7.9,76270454
Color,The Upside of Anger ,2005,6.9,18761993
Color,The Usual Suspects ,1995,8.6,23272306
Black and White,The Valley of Decision ,1945,7.5,
Color,The Vatican Exorcisms ,2013,2.6,
Color,The Vatican Tapes ,2015,4.5,1712111
Color,The Veil ,2016,4.7,
Color,The Velocity of Gary ,1998,5,
Color,The Verdict ,1982,7.8,54000000
Color,The Village ,2004,6.5,114195633
Color,The Virgin Suicides ,1999,7.2,4859475
Color,The Virginity Hit ,2010,4.6,535249
Color,The Visit ,2015,6.2,65069140
Color,The Visual Bible: The Gospel of John ,2003,7.7,4068087
Color,The Vow ,2012,6.8,125014030
Color,The Wackness ,2008,7,2077046
Color,The Wailing ,2016,7.7,770629
Color,The Walk ,2015,7.4,10137502
Color,The Walking Deceased ,2015,3.4,
Color,The Warlords ,2007,7.1,128978
Color,The Warrior's Way ,2010,6.3,5664251
Color,The Wash ,2001,4.6,10097096
Color,The Watch ,2012,5.7,68701106
Color,The Watcher ,2000,5.3,28927720
Color,The Water Diviner ,2014,7.1,4190530
Black and White,The Waterboy ,1998,6.1,161487252
Color,The Wave ,2008,7.6,
Color,The Way of the Gun ,2000,6.7,6047856
Color,The Way Way Back ,2013,7.4,21501098
Color,The Weather Man ,2005,6.6,12469811
Color,The Wedding Date ,2005,6.1,31585300
Color,The Wedding Planner ,2001,5.2,60400856
Color,The Wendell Baker Story ,2005,5.5,127144
Color,The White Countess ,2005,6.7,1666262
Black and White,The White Ribbon ,2009,7.8,2222647
Color,The Whole Nine Yards ,2000,6.7,57262492
Color,The Whole Ten Yards ,2004,5.5,16323969
Color,The Wicked Lady ,1983,4,
Color,The Wicked Within ,2015,4.6,
Color,The Widow of Saint-Pierre ,2000,7.3,3058380
Color,The Wild Bunch ,1969,8,
Color,The Wild Thornberrys Movie ,2002,5.2,39880476
Color,The Wind That Shakes the Barley ,2006,7.5,1829142
Color,The Witch ,2015,6.8,25138292
Color,The Wiz ,1978,5.2,13000000
Black and White,The Wizard of Oz ,1939,8.1,22202612
Color,The Wolf of Wall Street ,2013,8.2,116866727
Color,The Wolfman ,2010,5.8,61937495
Color,The Wolverine ,2013,6.7,132550960
Black and White,The Woman Chaser ,1999,7.3,110720
Color,The Woman in Black ,2012,6.4,54322273
Color,The Women ,2008,4.9,26896744
Color,The Wood ,1999,6.9,25047631
Color,The Words ,2012,7.1,11434867
Color,The Work and the Glory II: American Zion ,2005,6.6,2024854
Color,The Work and the Glory ,2004,6.9,3347439
Color,The Work and the Story ,2003,5.7,
Color,The World Is Mine ,2015,6.5,
Color,The World Is Not Enough ,1999,6.4,126930660
Color,The World's End ,2013,7,26003149
Color,The World's Fastest Indian ,2005,7.9,5128124
Color,The Wraith ,1986,5.9,3500000
Color,The Wrestler ,2008,7.9,26236603
Color,The X Files ,1998,7,83892374
Color,The X Files: I Want to Believe ,2008,5.9,20981633
Color,The Yards ,2000,6.4,882710
Color,The Yellow Handkerchief ,2008,6.8,317040
Color,The Young and Prodigious T.S. Spivet ,2013,7.1,99462
Color,The Young Messiah ,2016,5.4,6462576
Color,The Young Unknowns ,2000,4.2,58163
Color,The Young Victoria ,2009,7.3,10991381
Color,There Be Dragons ,2011,5.9,1068392
Color,There Goes My Baby ,1994,6.4,125169
Color,There Will Be Blood ,2007,8.1,40218903
Color,There's Something About Mary ,1998,7.1,176483808
Color,Theresa Is a Mother ,2012,6.7,
Color,They Came Together ,2014,5.5,
Color,They Live ,1988,7.3,13008928
Color,They Will Have to Kill Us First ,2015,7.7,
Color,They ,2002,4.8,12693621
Color,Things to Do in Denver When You're Dead ,1995,6.8,529766
Color,Things We Lost in the Fire ,2007,7.2,2849142
Color,Think Like a Man Too ,2014,5.7,65182182
Color,Think Like a Man ,2012,6.6,91547205
Color,Thinner ,1996,5.7,15171475
Color,Thir13en Ghosts ,2001,5.5,41867960
Color,Thirteen Conversations About One Thing ,2001,7.1,3287435
Color,Thirteen Days ,2000,7.3,34566746
Color,Thirteen ,2003,6.8,4599680
Color,This Christmas ,2007,6.1,49121934
Color,This Is 40 ,2012,6.2,67523385
Color,This Is England ,2006,7.7,327919
Color,This Is It ,2009,7.3,71844424
Color,This Is Martin Bonner ,2013,6.6,
Color,This Is the End ,2013,6.7,101470202
Color,This Is Where I Leave You ,2014,6.6,34290142
Color,This Means War ,2012,6.3,54758461
Color,This Thing of Ours ,2003,5.4,
Color,Thomas and the Magic Railroad ,2000,3.6,15911333
Color,Thor ,2011,7,181015141
Color,Thor: The Dark World ,2013,7.1,206360018
Color,Thr3e ,2006,5.1,978908
Color,Three Burials ,2005,7.5,5023275
Color,Three Kingdoms: Resurrection of the Dragon ,2008,6.2,
Color,Three Kings ,1999,7.1,60652036
Color,Three to Tango ,1999,6.1,10544143
Color,Thumbsucker ,2005,6.6,1325073
Color,Thunder and the House of Magic ,2013,6.3,4091
Color,Thunderball ,1965,7,63600000
Color,Thunderbirds ,2004,4.2,6768055
Color,Tidal Wave ,2009,5.7,
Color,Tiger Orange ,2014,6.8,
Color,Tim and Eric's Billion Dollar Movie ,2012,5.3,200803
Color,Timber Falls ,2007,5.3,
Color,Time Bandits ,1981,7,42365600
Color,Time Changer ,2002,5.6,15278
Color,Time to Choose ,2015,7,29233
Color,Timecop ,1994,5.8,44450000
Color,Timecrimes ,2007,7.2,38108
Color,Timeline ,2003,5.6,19480739
Black and White,Tin Can Man ,2007,6.7,
Color,Tin Cup ,1996,6.3,53854588
Color,Tinker Tailor Soldier Spy ,2011,7.1,24104113
Color,Tiny Furniture ,2010,6.3,389804
Color,Titan A.E. ,2000,6.6,22751979
Color,Titanic ,1997,7.7,658672302
Color,TMNT ,2007,6.3,54132596
Color,"To Be Frank, Sinatra at 100 ",2015,7.4,
Color,To Die For ,1995,6.8,21200000
Black and White,To Kill a Mockingbird ,1962,8.4,
Color,To Rome with Love ,2012,6.3,16684352
Color,To Save a Life ,2009,7.1,3773863
Color,Tom Jones ,1963,6.8,
Color,Tombstone ,1993,7.8,56505065
Color,Tomcats ,2001,5.3,13558739
Color,Tomorrow Never Dies ,1997,6.5,125332007
Color,Tomorrowland ,2015,6.5,93417865
Color,Tootsie ,1982,7.4,177200000
Color,Top Cat Begins ,2015,4.4,
Color,Top Five ,2014,6.5,25277561
Color,Top Gun ,1986,6.9,176781728
Black and White,Top Hat ,1935,7.8,3000000
Color,Top Spin ,2014,7.1,5858
Color,Topaz ,1969,6.3,
Color,Topsy-Turvy ,1999,7.4,6201757
Color,Tora! Tora! Tora! ,1970,7.5,14500000
Color,Torn Curtain ,1966,6.7,
Color,Torque ,2004,4,21176322
Color,Total Recall ,1990,7.5,238825842
Color,Touching the Void ,2003,8.1,4581222
Color,Tower Heist ,2011,6.2,78009155
Color,Town & Country ,2001,4.4,6712451
Color,Toy Story 2 ,1999,7.9,245823397
Color,Toy Story 3 ,2010,8.3,414984497
Color,Toy Story ,1995,8.3,191796233
Color,Tracker ,2010,6.5,
Color,Trade of Innocents ,2012,5.4,15059
Color,Trade ,2007,7.5,214202
Color,Trading Places ,1983,7.5,90400000
Color,Traffic ,2000,7.6,124107476
Color,Train ,2008,4.8,
Color,Training Day ,2001,7.7,76261036
Color,Trainspotting ,1996,8.2,16501785
Color,Trainwreck ,2015,6.3,110008260
Color,Trance ,2013,7,4638374
Color,Transamerica ,2005,7.4,9013113
Color,Transcendence ,2014,6.3,23014504
Color,Transformers ,2007,7.1,318759914
Color,Transformers: Age of Extinction ,2014,5.7,245428137
Color,Transformers: Dark of the Moon ,2011,6.3,352358779
Color,Transformers: Revenge of the Fallen ,2009,6,402076689
Color,Transporter 2 ,2005,6.3,43095600
Color,Transsiberian ,2008,6.7,2203641
Color,Trapeze ,1956,6.8,
Color,Trash ,2014,7.2,10230
Color,Travelers and Magicians ,2003,7.5,505295
Color,Treachery ,2013,3.9,
Color,Treading Water ,2013,6.2,
Color,Treasure Planet ,2002,7.1,38120554
Color,Trees Lounge ,1996,7.2,695229
Color,Trekkies ,1997,7,617172
Color,Tremors ,1990,7.1,16667084
Color,Triangle ,2009,6.9,
Color,Triple 9 ,2016,6.3,12626905
Color,Trippin' ,1999,5.2,9016377
Color,Tristram Shandy: A Cock and Bull Story ,2005,6.8,1247453
Color,Trollhunter ,2010,7,252652
Color,TRON: Legacy ,2010,6.8,344103574
Color,Troop Beverly Hills ,1989,5.5,8508843
Color,Tropic Thunder ,2008,7,110416702
Color,Trouble with the Curve ,2012,6.8,35754555
Color,Troy ,2004,7.2,133228348
Color,Trucker ,2008,6.7,52166
Color,True Grit ,2010,7.7,171031347
Color,True Lies ,1994,7.2,146282411
Color,True Romance ,1993,8,12281500
Color,Trust the Man ,2005,5.7,1530535
Color,Trust ,2010,7,58214
Color,Truth or Die ,2012,5.6,
Color,Tsotsi ,2005,7.3,2912363
Color,Tuck Everlasting ,2002,6.7,19158074
Color,Tucker and Dale vs Evil ,2010,7.6,223615
Color,Tumbleweeds ,1999,6.7,1281176
Color,Tupac: Resurrection ,2003,8,7707563
Color,Turbo ,2013,6.5,83024900
Color,Turbulence ,1997,4.7,11466088
Color,Tusk ,2014,5.4,1821983
Color,Twilight Zone: The Movie ,1983,6.5,29500000
Color,Twilight ,2008,5.2,382898950
Color,Twin Falls Idaho ,1999,7.3,985341
Color,Twins ,1988,6,111936400
Color,Twister ,1996,6.3,241688385
Color,Twixt ,2011,4.8,
Color,Two Brothers ,2004,7.1,18947630
Color,Two Can Play That Game ,2001,6.1,22235901
Color,Two Evil Eyes ,1990,6.1,349618
Color,Two Girls and a Guy ,1997,5.6,1950218
Color,Two Lovers and a Bear ,2016,7.2,
Color,Two Lovers ,2008,7.1,3148482
Color,Two Weeks Notice ,2002,6.1,93307796
Color,Tycoon ,1947,6.2,
Color,U2 3D ,2007,8.4,10353690
Color,U-571 ,2000,6.6,77086030
Color,UHF ,1989,7,6157157
Color,Ulee's Gold ,1997,7.1,9054736
Color,"Ultramarines: A Warhammer 40,000 Movie ",2010,5.7,
Color,Ultraviolet ,2006,4.4,18500966
Color,Unaccompanied Minors ,2006,5.1,16647384
Color,Unbreakable ,2000,7.2,94999143
Color,Unbroken ,2014,7.2,231207960
Color,Under Siege 2: Dark Territory ,1995,5.4,50024083
Color,Under the Rainbow ,1981,5.4,8500000
Color,Under the Same Moon ,2007,7.4,12589108
Color,Under the Skin ,2013,6.3,2605039
Color,Under the Tuscan Sun ,2003,6.7,43601508
Color,Underclassman ,2005,4.1,5654777
Color,Undercover Brother ,2002,5.8,38230435
Color,Underdogs ,2013,6.7,
Color,Underworld ,2003,7,51483949
Color,Underworld: Awakening ,2012,6.4,62321039
Color,Underworld: Evolution ,2006,6.8,62318875
Color,Underworld: Rise of the Lycans ,2009,6.6,45802315
Color,Undiscovered ,2005,4.2,1046166
Black and White,Undisputed ,2002,6.1,12398628
Color,UnDivided ,2013,7.8,
Black and White,Une Femme Mariée ,1964,7.4,
Color,Unfaithful ,2002,6.7,52752475
Color,Unfinished Business ,2015,5.4,10214013
Color,Unforgiven ,1992,8.3,101157447
Color,Unfriended ,2014,5.7,31537320
Color,United 93 ,2006,7.6,31471430
Color,United Passions ,2014,2,
Color,Universal Soldier: The Return ,1999,4.1,10431220
Color,Unknown ,2011,6.9,122189806
Color,Unleashed ,2005,7,24520892
Color,Unnatural ,2015,4,
Color,Unstoppable ,2010,6.8,81557479
Color,Unsullied ,2014,5.5,
Color,Untraceable ,2008,6.2,28687835
Color,Up Close & Personal ,1996,6.1,51045801
Color,Up in the Air ,2009,7.4,83813460
Color,Up ,2009,8.3,292979556
Color,Urban Legend ,1998,5.5,38048637
Color,Urban Legends: Final Cut ,2000,4.1,21468807
Color,Urbania ,2000,7,1027119
Color,V for Vendetta ,2005,8.2,70496802
Color,Vaalu ,2015,5.1,
Color,Vacation ,2015,6.1,58879132
Color,Valentine ,2001,4.7,20384136
Color,Valentine's Day ,2010,5.7,110476776
Color,Valiant ,2005,5.6,19447478
Color,Valkyrie ,2008,7.1,83077470
Color,Valley of the Heart's Delight ,2006,6.6,118666
Color,Valley of the Wolves: Iraq ,2006,6,
Color,Vampire in Brooklyn ,1995,4.5,19900000
Color,Vampire Killers ,2009,5.2,
Color,Vampires Suck ,2010,3.5,36658108
Color,Vampires ,1998,6.1,20241395
Color,Vamps ,2012,5.1,2964
Color,Van Wilder: Party Liaison ,2002,6.4,21005329
Color,Vanilla Sky ,2001,6.9,100614858
Color,Vanity Fair ,2004,6.2,16123851
Color,Vantage Point ,2008,6.6,72266306
Color,Varsity Blues ,1999,6.4,52885587
Color,Veer-Zaara ,2004,7.9,2921738
Color,Velvet Goldmine ,1998,7,1043487
Color,Vera Drake ,2004,7.7,3753806
Color,Veronica Guerin ,2003,6.9,1569918
Color,Veronika Decides to Die ,2009,6.5,
Color,Vertical Limit ,2000,5.9,68473360
Color,Very Bad Things ,1998,6.3,9801782
Color,Vessel ,2012,6.2,
Color,Vicky Cristina Barcelona ,2008,7.2,23213577
Color,Victor Frankenstein ,2015,6,17320557
Color,Videodrome ,1983,7.3,
Color,Virgin Territory ,2007,4.8,
Color,Virtuosity ,1995,5.5,24048000
Color,Viy ,2014,5.4,
Color,Volcano ,1997,5.4,47474112
Color,Volver ,2006,7.6,12899702
Color,W. ,2008,6.4,25517500
Color,Wag the Dog ,1997,7.1,43022524
Color,Wah-Wah ,2005,6.9,233103
Color,Waiting for Guffman ,1996,7.6,2892582
Color,Waiting... ,2005,6.8,16101109
Color,Waitress ,2007,7.1,19067631
Color,Waking Ned Devine ,1998,7.4,24788807
Color,Walk Hard: The Dewey Cox Story ,2007,6.7,18317151
Color,Walk the Line ,2005,7.9,119518352
Color,Walking and Talking ,1996,6.8,1277257
Color,Walking Tall ,2004,6.2,45860039
Color,Walking with Dinosaurs 3D ,2013,5.2,36073232
Color,Wall Street ,1987,7.4,43848100
Color,Wall Street: Money Never Sleeps ,2010,6.3,52474616
Color,WALL·E ,2008,8.4,223806889
Color,Wal-Mart: The High Cost of Low Price ,2005,6.8,
Color,Walter ,2015,5.3,
Color,Waltz with Bashir ,2008,8,2283276
Color,Wanderlust ,2012,5.6,17225675
Color,Wanted ,2008,6.7,134568845
Black and White,War Horse ,2011,7.2,79883359
Color,War of the Worlds ,2005,6.5,234277056
Color,War ,2007,6.3,22466994
Color,"War, Inc. ",2008,5.7,578527
Color,Warcraft ,2016,7.3,46978995
Color,WarGames ,1983,7.1,79568000
Color,Warlock ,1989,6.2,9094451
Color,Warlock: The Armageddon ,1993,5.3,3902679
Color,Warm Bodies ,2013,6.9,66359959
Color,Warrior ,2011,8.2,13651662
Color,Warriors of Virtue ,1997,4.6,6448817
Color,Wasabi ,2001,6.6,81525
Color,Watchmen ,2009,7.7,107503316
Color,Water & Power ,2013,6.3,79043
Color,Water for Elephants ,2011,6.9,58700247
Color,Water ,2005,7.8,3222857
Color,Waterloo ,1970,7.3,
Color,Waterworld ,1995,6.1,88246220
Color,Wayne's World ,1992,7,121697350
Color,We Are Marshall ,2006,7.1,43532294
Color,We Are Your Friends ,2015,6.1,3590010
Color,We Bought a Zoo ,2011,7.1,75621915
Color,We Have Your Husband ,2011,5.5,
Color,We Need to Talk About Kevin ,2011,7.5,1738692
Color,We Own the Night ,2007,6.9,28563179
Color,We Were Soldiers ,2002,7.1,78120196
Color,Weekend ,2011,7.7,469947
Color,"Welcome Home, Roscoe Jenkins ",2008,5.3,42168445
Color,Welcome to Collinwood ,2002,6.4,333976
Color,Welcome to Mooseport ,2004,5.2,14469428
Color,Welcome to the Dollhouse ,1995,7.5,4771000
Color,Welcome to the Rileys ,2010,7,152857
Color,Welcome to the Sticks ,2008,7.1,
Color,Wendy and Lucy ,2008,7.1,856942
Color,We're No Angels ,1989,6,10555348
Color,We're the Millers ,2013,7,150368971
Color,West Side Story ,1961,7.6,43650000
Color,Western Religion ,2015,4,
Color,Whale Rider ,2002,7.6,20772796
Color,What a Girl Wants ,2003,5.8,35990505
Color,What Dreams May Come ,1998,7,55350897
Color,What Happens in Vegas ,2008,6.1,80276912
Color,What Just Happened ,2008,5.7,1089365
Color,What Lies Beneath ,2000,6.6,155370362
Color,What Planet Are You From? ,2000,5.6,6291602
Black and White,What the #$*! Do We (K)now!? ,2004,5.4,10941801
Color,What to Expect When You're Expecting ,2012,5.7,41102171
Color,What Women Want ,2000,6.4,182805123
Color,Whatever It Takes ,2000,5.5,8735529
Color,Whatever Works ,2009,7.2,5306447
Color,What's Eating Gilbert Grape ,1993,7.8,9170214
Color,What's Love Got to Do with It ,1993,7.2,39100956
Color,What's the Worst That Could Happen? ,2001,5.5,32095318
Color,What's Your Number? ,2011,6,13987482
Color,When a Stranger Calls ,2006,5,47860214
Color,When Did You Last See Your Father? ,2007,6.9,1071240
Color,When Harry Met Sally... ,1989,7.6,92823600
Color,When the Cat's Away ,1996,6.9,1652472
Color,When the Game Stands Tall ,2014,6.7,30127963
Color,When the Lights Went Out ,2012,5.4,
Color,Where the Heart Is ,2000,6.8,33771174
Color,Where the Truth Lies ,2005,6.5,871527
Color,Where the Wild Things Are ,2009,6.8,77222184
Color,While We're Young ,2014,6.3,7574066
Color,Whip It ,2009,6.9,13034417
Color,Whiplash ,2014,8.5,13092000
Color,Whipped ,2000,4.4,4142507
Color,White Chicks ,2004,5.4,69148997
Color,White Fang ,1991,6.7,34793160
Color,White House Down ,2013,6.4,73103784
Color,White Noise 2: The Light ,2007,5.7,
Color,White Noise ,2005,5.5,55865715
Color,White Oleander ,2002,7.2,16346122
Color,White Squall ,1996,6.6,10300000
Color,Whiteout ,2009,5.5,10268846
Color,Who Killed the Electric Car? ,2006,7.7,1677838
Color,Who's Your Caddy? ,2007,2,5694308
Color,Why Did I Get Married Too? ,2010,4.4,60072596
